,iata,iso,name,continent,type,lat,lon,size,status
373,YBR,CA,Brandon Municipal Airport,NA,airport,49.908688,-99.94677,medium,1
374,YBT,CA,Brochet Airport,NA,airport,57.88847,-101.67899,medium,1
375,YBV,CA,Berens River Airport,NA,airport,52.358696,-97.02141,medium,1
376,YBX,CA,Lourdes de Blanc Sablon Airport,NA,airport,51.433334,-57.216667,medium,1
377,YRF,CA,Cartwright Airport,NA,airport,53.682606,-57.03828,medium,1
378,YCB,CA,Cambridge Bay Airport,NA,airport,69.1,-105.13333,medium,1
379,YCC,CA,Cornwall Regional Airport,NA,airport,45.1,-74.566666,medium,1
380,YCD,CA,Nanaimo Airport,NA,airport,49.05,-123.86667,medium,1
381,YCE,CA,James T. Field Memorial Aerodrome,NA,airport,43.283333,-81.48333,medium,1
382,YCG,CA,Castlegar/West Kootenay Regional Airport,NA,airport,49.295555,-117.632225,medium,1
383,YCH,CA,Miramichi Airport,NA,airport,47.014008,-65.44744,medium,1
384,YCL,CA,Charlo Airport,NA,airport,47.99093,-66.32881,medium,1
385,YCN,CA,Cochrane Airport,NA,airport,49.106018,-81.01289,medium,1
386,YCO,CA,Kugluktuk Airport,NA,airport,67.833336,-115.083336,medium,1
387,YCQ,CA,Chetwynd Airport,NA,airport,55.683334,-121.63333,medium,1
388,YCR,CA,Cross Lake (Charlie Sinclair Memorial) Airport,NA,airport,54.61306,-97.75144,medium,1
389,YCS,CA,Chesterfield Inlet Airport,NA,airport,63.333332,-90.71667,medium,1
390,YCV,CA,Cartierville Airport,NA,closed,,,,0
391,YCX,CA,CFB Gagetown Heliport,NA,heliport,,,,1
392,YCY,CA,Clyde River Airport,NA,airport,70.416664,-68.5,medium,1
393,YCZ,CA,Fairmont Hot Springs Airport,NA,airport,50.331944,-115.87361,small,1
394,YDA,CA,Dawson City Airport,NA,airport,64.041664,-139.12083,medium,1
395,YDB,CA,Burwash Airport,NA,airport,61.35,-139.01666,medium,1
396,YDF,CA,Deer Lake Airport,NA,airport,49.21027,-57.399727,medium,1
397,YDM,CA,Ross River Airport,NA,airport,-17.939201,138.8216,medium,1
398,YDN,CA,Dauphin Barker Airport,NA,airport,51.1,-100.05,medium,1
399,YDO,CA,Dolbeau St Felicien Airport,NA,airport,48.86667,-72.23333,medium,1
400,YDP,CA,Nain Airport,NA,airport,56.533333,-61.666668,medium,1
401,YDQ,CA,Dawson Creek Airport,NA,airport,55.733334,-120.183334,medium,1
402,YED,CA,Edmonton (CFB Namao) Heliport,NA,heliport,,,,1
403,YEG,CA,Edmonton International Airport,NA,airport,53.307377,-113.584045,large,1
404,YEK,CA,Arviat Airport,NA,airport,61.11667,-94.05,medium,1
405,YEL,CA,Elliot Lake Municipal Airport,NA,airport,46.352222,-82.56306,medium,1
406,YEM,CA,Manitoulin East Municipal Airport,NA,airport,45.842777,-81.858055,medium,1
407,YEN,CA,Estevan Airport,NA,airport,49.207542,-102.96282,medium,1
408,YER,CA,Fort Severn Airport,NA,airport,56.033333,-87.833336,medium,1
409,YET,CA,Edson Airport,NA,airport,53.583332,-116.46667,medium,1
410,YEU,CA,Eureka Airport,NA,airport,80.0,-85.933334,small,1
411,YEV,CA,Inuvik Mike Zubko Airport,NA,airport,68.30665,-133.49767,medium,1
412,YEY,CA,Amos Magny Airport,NA,airport,48.552223,-78.25,medium,1
413,YFA,CA,Fort Albany Airport,NA,airport,52.24167,-81.59167,medium,1
414,YFB,CA,Iqaluit Airport,NA,airport,63.75175,-68.53658,medium,1
415,YFC,CA,Fredericton Airport,NA,airport,45.87316,-66.52978,medium,1
416,YFE,CA,Forestville Airport,NA,airport,48.75,-69.066666,medium,1
417,YFH,CA,Fort Hope Airport,NA,airport,51.559345,-87.89796,medium,1
418,YTM,CA,La Macaza / Mont-Tremblant International Inc Airport,NA,airport,46.515556,-74.75528,medium,1
419,YFO,CA,Flin Flon Airport,NA,airport,54.683334,-101.683334,medium,1
420,YFR,CA,Fort Resolution Airport,NA,airport,61.183334,-113.683334,medium,1
421,YFS,CA,Fort Simpson Airport,NA,airport,61.75,-121.23333,medium,1
422,YMN,CA,Makkovik Airport,NA,airport,55.166668,-59.166668,medium,1
423,YGB,CA,Texada Gillies Bay Airport,NA,airport,49.7,-124.53333,medium,1
424,YGD,CA,Goderich Airport,NA,airport,,,medium,1
425,YGH,CA,Fort Good Hope Airport,NA,airport,66.26667,-128.65,medium,1
426,YGK,CA,Kingston Norman Rogers Airport,NA,airport,44.219513,-76.59366,medium,1
427,YGL,CA,,NA,airport,53.629723,-77.70639,medium,1
428,YGM,CA,Gimli Industrial Park Airport,NA,airport,50.666668,-97.0,medium,1
429,YGO,CA,Gods Lake Narrows Airport,NA,airport,54.5577,-94.49117,medium,1
430,YGP,CA,,NA,airport,48.766666,-64.48333,medium,1
431,YGQ,CA,Geraldton Greenstone Regional Airport,NA,airport,49.779892,-86.93593,medium,1
432,YGR,CA,,NA,airport,47.36667,-61.9,medium,1
433,YGT,CA,Igloolik Airport,NA,airport,69.4,-81.816666,medium,1
434,YGV,CA,Havre St Pierre Airport,NA,airport,50.25,-63.583332,medium,1
435,YGW,CA,Kuujjuarapik Airport,NA,airport,55.279167,-77.76667,medium,1
436,YGX,CA,Gillam Airport,NA,airport,56.35,-94.7,medium,1
437,YGZ,CA,Grise Fiord Airport,NA,airport,76.41778,-82.95722,medium,1
438,YQC,CA,Quaqtaq Airport,NA,airport,61.333332,-69.63333,medium,1
439,CXH,CA,Vancouver Harbour Water Aerodrome,NA,seaplanes,,,,1
440,YHD,CA,Dryden Regional Airport,NA,airport,49.783333,-92.833336,medium,1
441,YHE,CA,Hope Airport,NA,airport,49.416668,-121.416664,medium,1
442,YHF,CA,,NA,airport,49.716667,-83.683334,medium,1
443,YNS,CA,Nemiscau Airport,NA,airport,49.74167,-76.74167,medium,1
444,YHI,CA,Ulukhaktok Holman Airport,NA,airport,70.71667,-117.71667,medium,1
445,YHK,CA,Gjoa Haven Airport,NA,airport,68.63333,-95.95,medium,1
446,YHM,CA,John C. Munro Hamilton International Airport,NA,airport,43.16138,-79.92631,medium,1
447,YHN,CA,Hornepayne Municipal Airport,NA,airport,49.216667,-84.78333,medium,1
448,YHO,CA,Hopedale Airport,NA,airport,55.448334,-60.229443,medium,1
449,YHR,CA,Chevery Airport,NA,airport,50.5,-59.5,medium,1
450,YHT,CA,Haines Junction Airport,NA,airport,60.75,-137.5,medium,1
451,YHU,CA,,NA,airport,45.5,-73.6,medium,1
452,YHY,CA,Hay River / Merlyn Carter Airport,NA,airport,60.845554,-115.778336,medium,1
453,YHZ,CA,Halifax / Stanfield International Airport,NA,airport,44.88496,-63.51425,large,1
454,YIB,CA,Atikokan Municipal Airport,NA,airport,48.75,-91.61667,medium,1
455,YDG,CA,Digby / Annapolis Regional Airport,NA,airport,44.61667,-65.76667,medium,1
456,YIF,CA,St Augustin Airport,NA,airport,51.216667,-58.666668,medium,1
457,YIK,CA,Ivujivik Airport,NA,airport,62.416668,-76.083336,medium,1
458,YIO,CA,Pond Inlet Airport,NA,airport,72.683334,-78.0,medium,1
459,YIV,CA,Island Lake Airport,NA,airport,53.856785,-94.653046,medium,1
460,YJF,CA,Fort Liard Airport,NA,airport,60.25,-123.46667,medium,1
461,YJN,CA,St Jean Airport,NA,airport,45.333332,-73.333336,medium,1
462,YJT,CA,Stephenville Airport,NA,airport,48.533333,-58.55,medium,1
463,YKA,CA,Kamloops Airport,NA,airport,50.70545,-120.442024,medium,1
464,LAK,CA,Aklavik Airport,NA,airport,68.22222,-134.98584,medium,1
465,YKF,CA,Waterloo Airport,NA,airport,43.458977,-80.385056,medium,1
466,YKJ,CA,Key Lake Airport,NA,airport,57.256287,-105.61864,medium,1
467,YKL,CA,Schefferville Airport,NA,airport,54.783333,-64.816666,medium,1
468,AKV,CA,Akulivik Airport,NA,airport,60.733334,-78.583336,medium,1
469,YKQ,CA,Waskaganish Airport,NA,airport,51.4875,-78.75,medium,1
470,YKX,CA,Kirkland Lake Airport,NA,airport,48.15,-80.03333,medium,1
471,YKY,CA,Kindersley Airport,NA,airport,51.517605,-109.17811,medium,1
472,YKZ,CA,Buttonville Municipal Airport,NA,airport,43.86131,-79.36774,medium,1
473,YPJ,CA,Aupaluk Airport,NA,airport,59.3,-69.666664,medium,1
474,YLC,CA,Kimmirut Airport,NA,airport,62.85,-69.88333,medium,1
475,YLD,CA,Chapleau Airport,NA,airport,47.819443,-83.352776,medium,1
476,YLH,CA,Lansdowne House Airport,NA,airport,52.183334,-87.93,medium,1
477,YLJ,CA,Meadow Lake Airport,NA,airport,54.5,-108.666664,medium,1
478,YSG,CA,Lutselk'e Airport,NA,airport,62.41861,-110.075554,medium,1
479,YLL,CA,Lloydminster Airport,NA,airport,53.31297,-110.072716,medium,1
480,YLR,CA,Leaf Rapids Airport,NA,airport,56.5,-100.03333,medium,1
481,YLT,CA,Alert Airport,NA,airport,82.51667,-62.283333,medium,1
482,XGR,CA,Kangiqsualujjuaq (Georges River) Airport,NA,airport,58.5,-65.98333,medium,1
483,YLW,CA,Kelowna Airport,NA,airport,49.95154,-119.38139,medium,1
484,YMA,CA,Mayo Airport,NA,airport,63.61639,-135.87361,medium,1
485,YME,CA,Matane Airport,NA,airport,48.833332,-67.51667,medium,1
486,YMG,CA,Manitouwadge Airport,NA,airport,49.083332,-85.86667,medium,1
487,YMH,CA,Mary's Harbour Airport,NA,airport,52.3,-55.833332,medium,1
488,YMJ,CA,Moose Jaw Air Vice Marshal C. M. McEwen Airport,NA,airport,50.38333,-105.53333,medium,1
489,YML,CA,Charlevoix Airport,NA,airport,47.65,-70.166664,medium,1
490,YMM,CA,Fort McMurray Airport,NA,airport,56.65659,-111.22395,medium,1
491,YMO,CA,Moosonee Airport,NA,airport,51.29111,-80.604164,medium,1
492,YMT,CA,Chapais Airport,NA,airport,49.916668,-74.36667,medium,1
493,YUD,CA,Umiujaq Airport,NA,airport,56.53611,-76.51833,medium,1
494,YMX,CA,Montreal International (Mirabel) Airport,NA,airport,45.666668,-74.03,medium,1
495,YNA,CA,Natashquan Airport,NA,airport,50.183334,-61.8,medium,1
496,YNC,CA,Wemindji Airport,NA,airport,53.0,-78.816666,medium,1
497,YND,CA,Ottawa / Gatineau Airport,NA,airport,45.52063,-75.56283,medium,1
498,YNE,CA,Norway House Airport,NA,airport,53.954166,-97.84583,medium,1
499,YNL,CA,Points North Landing Airport,NA,airport,58.275,-104.08111,medium,1
500,YNM,CA,Matagami Airport,NA,airport,49.75,-77.8,medium,1
501,YNN,CA,Nejanilini Lake Airport,NA,airport,-22.766666,119.23333,medium,1
502,HZP,CA,Fort Mackay / Horizon Airport,NA,airport,57.381668,-111.70111,small,1
503,YOA,CA,Ekati Airport,NA,airport,64.69945,-110.61444,medium,1
504,YOC,CA,Old Crow Airport,NA,airport,67.583336,-139.83333,medium,1
505,YOD,CA,CFB Cold Lake,NA,airport,54.466667,-110.25,medium,1
506,YOH,CA,Oxford House Airport,NA,airport,54.934242,-95.27668,medium,1
507,YOJ,CA,High Level Airport,NA,airport,58.618332,-117.168335,medium,1
508,YOO,CA,Oshawa Airport,NA,airport,43.916668,-78.9,medium,1
509,YOP,CA,Rainbow Lake Airport,NA,airport,58.5,-119.4,medium,1
510,YOS,CA,Owen Sound / Billy Bishop Regional Airport,NA,airport,44.59028,-80.8375,medium,1
511,YOW,CA,Ottawa Macdonald-Cartier International Airport,NA,airport,45.32083,-75.672775,large,1
512,YOY,CA,C J.H.L.(Joe) Lecomte) Heliport,NA,heliport,,,,1
513,YPA,CA,Prince Albert Glass Field,NA,airport,53.216667,-105.683334,medium,1
514,YPC,CA,Paulatuk (Nora Aliqatchialuk Ruben) Airport,NA,airport,69.35514,-124.07468,medium,1
515,YPS,CA,Port Hawkesbury Airport,NA,airport,45.61667,-61.35,medium,1
516,YPE,CA,Peace River Airport,NA,airport,56.22778,-117.44028,medium,1
517,YPG,CA,Southport Airport,NA,airport,49.966667,-98.3,medium,1
518,YPH,CA,Inukjuak Airport,NA,airport,58.433334,-78.166664,medium,1
519,YPL,CA,Pickle Lake Airport,NA,airport,51.208332,-90.208336,medium,1
520,YPM,CA,Pikangikum Airport,NA,airport,51.817375,-93.97287,medium,1
521,YPN,CA,Port Menier Airport,NA,airport,49.836533,-64.28831,medium,1
522,YPO,CA,Peawanuck Airport,NA,airport,54.983334,-85.433334,medium,1
523,YPQ,CA,Peterborough Airport,NA,airport,44.3,-78.316666,medium,1
524,YPR,CA,Prince Rupert Airport,NA,airport,54.287224,-130.44083,medium,1
525,YPW,CA,Powell River Airport,NA,airport,49.816666,-124.5,medium,1
526,YPX,CA,Puvirnituq Airport,NA,airport,60.033333,-77.166664,medium,1
527,YPY,CA,Fort Chipewyan Airport,NA,airport,58.76799,-111.11406,medium,1
528,YQA,CA,Muskoka Airport,NA,airport,44.966667,-79.3,medium,1
529,YQB,CA,Quebec Jean Lesage International Airport,NA,airport,46.792038,-71.383385,large,1
530,YQD,CA,The Pas Airport,NA,airport,53.966667,-101.1,medium,1
531,YQF,CA,Red Deer Regional Airport,NA,airport,52.176945,-113.89333,medium,1
532,YQG,CA,Windsor Airport,NA,airport,42.274166,-82.96389,medium,1
533,YQH,CA,Watson Lake Airport,NA,airport,60.12361,-128.825,medium,1
534,YQI,CA,Yarmouth Airport,NA,airport,43.833332,-66.083336,medium,1
535,YQK,CA,Kenora Airport,NA,airport,49.7875,-94.35833,medium,1
536,YQL,CA,Lethbridge County Airport,NA,airport,49.631943,-112.791664,medium,1
537,YQM,CA,Greater Moncton International Airport,NA,airport,46.104774,-64.68123,medium,1
538,YQN,CA,Nakina Airport,NA,airport,50.166668,-86.7,medium,1
539,YQQ,CA,Comox Airport,NA,airport,49.705864,-124.907814,medium,1
540,YQR,CA,Regina International Airport,NA,airport,50.433327,-104.65519,medium,1
541,YQS,CA,St Thomas Municipal Airport,NA,airport,42.783333,-81.2,medium,1
542,YQT,CA,Thunder Bay Airport,NA,airport,48.37184,-89.31167,medium,1
543,YQU,CA,Grande Prairie Airport,NA,airport,55.177074,-118.873604,medium,1
544,YQV,CA,Yorkton Municipal Airport,NA,airport,51.264095,-102.45935,medium,1
545,YQW,CA,North Battleford Airport,NA,airport,52.766666,-108.25,medium,1
546,YQX,CA,Gander International Airport,NA,airport,48.946667,-54.56333,medium,1
547,YQY,CA,Sydney / J.A. Douglas McCurdy Airport,NA,airport,46.166668,-60.05,medium,1
548,YQZ,CA,Quesnel Airport,NA,airport,53.02667,-122.50972,medium,1
549,YRA,CA,Rae Lakes Airport,NA,airport,64.11667,-117.35,medium,1
550,YRB,CA,Resolute Bay Airport,NA,airport,74.71667,-94.96667,medium,1
551,YRI,CA,,NA,airport,47.833332,-69.53333,medium,1
552,YRJ,CA,Roberval Airport,NA,airport,48.522343,-72.26733,medium,1
553,YRL,CA,Red Lake Airport,NA,airport,51.068764,-93.80006,medium,1
554,YRO,CA,Ottawa / Rockcliffe Airport,NA,airport,45.4592,-75.76459,medium,1
555,YRP,CA,Ottawa / Carp Airport,NA,airport,,,medium,1
556,YRQ,CA,,NA,airport,46.35,-72.683334,medium,1
557,YRS,CA,Red Sucker Lake Airport,NA,airport,54.16757,-93.55762,medium,1
558,YRT,CA,Rankin Inlet Airport,NA,airport,62.80998,-92.10019,medium,1
559,YRV,CA,Revelstoke Airport,NA,airport,51.0,-118.166664,medium,1
560,YSB,CA,Sudbury Airport,NA,airport,46.62296,-80.79592,medium,1
561,YSC,CA,Sherbrooke Airport,NA,airport,45.416668,-71.9,medium,1
562,YSD,CA,Suffield Heliport,NA,heliport,,,,1
563,YSF,CA,Stony Rapids Airport,NA,airport,59.251163,-105.83657,medium,1
564,YSH,CA,Smiths Falls-Montague (Russ Beach) Airport,NA,airport,44.94829,-75.93959,medium,1
565,YSJ,CA,Saint John Airport,NA,airport,45.32948,-65.8902,medium,1
566,YSK,CA,Sanikiluaq Airport,NA,airport,56.55,-79.21667,medium,1
567,YSL,CA,St Leonard Airport,NA,airport,47.183334,-67.9,medium,1
568,YSM,CA,Fort Smith Airport,NA,airport,60.016666,-111.96667,medium,1
569,YCM,CA,Niagara District Airport,NA,airport,43.2,-79.166664,medium,1
570,YSP,CA,Marathon Airport,NA,airport,48.75,-86.35,medium,1
571,YSR,CA,Nanisivik Airport,NA,closed,,,,0
572,YST,CA,St. Theresa Point Airport,NA,airport,53.846127,-94.8516,medium,1
573,YSU,CA,Summerside Airport,NA,airport,49.0,-57.983334,medium,1
574,YSY,CA,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,NA,airport,71.99145,-125.24104,medium,1
575,YTA,CA,Pembroke Airport,NA,airport,45.861668,-77.24944,medium,1
576,YTE,CA,Cape Dorset Airport,NA,airport,64.23333,-76.53333,medium,1
577,YTF,CA,Alma Airport,NA,airport,48.509655,-71.642715,medium,1
578,YTH,CA,Thompson Airport,NA,airport,55.79753,-97.8605,medium,1
579,YTL,CA,Big Trout Lake Airport,NA,airport,53.81594,-89.88952,medium,1
580,YTQ,CA,Tasiujaq Airport,NA,airport,58.6678,-69.95633,medium,1
581,YTR,CA,CFB Trenton,NA,airport,44.1,-77.583336,medium,1
582,YTS,CA,Timmins/Victor M. Power,NA,airport,48.566372,-81.37164,medium,1
583,YTZ,CA,Billy Bishop Toronto City Centre Airport,NA,airport,43.632023,-79.39585,medium,1
584,YUB,CA,Tuktoyaktuk Airport,NA,airport,69.436386,-133.025,medium,1
585,YUL,CA,Montreal / Pierre Elliott Trudeau International Airport,NA,airport,45.457714,-73.74991,large,1
586,YUT,CA,Repulse Bay Airport,NA,airport,66.53333,-86.25,medium,1
587,YUX,CA,Hall Beach Airport,NA,airport,68.78333,-81.25,medium,1
588,YUY,CA,Rouyn Noranda Airport,NA,airport,48.205555,-78.83056,medium,1
589,YVB,CA,Bonaventure Airport,NA,airport,48.069084,-65.45808,medium,1
590,YVC,CA,La Ronge Airport,NA,airport,55.15126,-105.26066,medium,1
591,YVD,CA,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,NA,airport,-7.55,146.18889,medium,1
592,YVE,CA,Vernon Airport,NA,airport,50.25,-119.333336,medium,1
593,YVM,CA,Qikiqtarjuaq Airport,NA,airport,67.583336,-63.833332,medium,1
594,YVO,CA,Val-d'Or Airport,NA,airport,48.052605,-77.78858,medium,1
595,YVP,CA,Kuujjuaq Airport,NA,airport,58.10024,-68.41798,medium,1
596,YVQ,CA,Norman Wells Airport,NA,airport,65.277855,-126.79337,medium,1
597,YVR,CA,Vancouver International Airport,NA,airport,49.1947,-123.17919,large,1
598,YVT,CA,Buffalo Narrows Airport,NA,airport,55.86667,-108.46667,small,1
599,YVV,CA,Wiarton Airport,NA,airport,44.666668,-81.166664,medium,1
600,YVZ,CA,Deer Lake Airport,NA,airport,52.666668,-94.5,medium,1
601,YWA,CA,Petawawa Airport,NA,airport,45.9,-77.28333,medium,1
602,YWG,CA,Winnipeg / James Armstrong Richardson International Airport,NA,airport,49.9,-97.23333,large,1
603,YWH,CA,Victoria Harbour Seaplane Base,NA,seaplanes,,,,1
604,YWJ,CA,,NA,airport,65.166664,-123.5,medium,1
605,YWK,CA,Wabush Airport,NA,airport,52.926315,-66.874,medium,1
606,YWL,CA,Williams Lake Airport,NA,airport,52.184723,-122.04444,medium,1
607,YWP,CA,Webequie Airport,NA,airport,52.95972,-87.36889,medium,1
608,YWY,CA,Wrigley Airport,NA,airport,63.210556,-123.438614,medium,1
609,YXC,CA,Cranbrook Airport,NA,airport,49.61437,-115.787025,medium,1
610,YXD,CA,Edmonton City Centre (Blatchford Field) Airport,NA,airport,53.566666,-113.51667,medium,1
611,YXE,CA,Saskatoon John G. Diefenbaker International Airport,NA,airport,52.169704,-106.69037,medium,1
612,YXH,CA,Medicine Hat Airport,NA,airport,50.015835,-110.72083,medium,1
613,YXI,CA,Bonnechere Airport,NA,closed,,,,0
614,YXJ,CA,Fort St John Airport,NA,airport,56.247883,-120.73437,medium,1
615,YXK,CA,Rimouski Airport,NA,airport,48.433334,-68.55,medium,1
616,YXL,CA,Sioux Lookout Airport,NA,airport,50.115208,-91.903,medium,1
617,YXN,CA,Whale Cove Airport,NA,airport,62.233334,-92.6,medium,1
618,YXP,CA,Pangnirtung Airport,NA,airport,66.13333,-65.73333,medium,1
619,YXQ,CA,Beaver Creek Airport,NA,airport,62.0,-141.0,medium,1
620,YXR,CA,Earlton (Timiskaming Regional) Airport,NA,airport,47.697224,-79.851944,medium,1
621,YXS,CA,Prince George Airport,NA,airport,53.88381,-122.67396,medium,1
622,YXT,CA,Terrace Airport,NA,airport,54.465557,-128.57445,medium,1
623,YXU,CA,London Airport,NA,airport,43.02802,-81.14965,large,1
624,YXX,CA,Abbotsford Airport,NA,airport,49.025555,-122.361946,medium,1
625,YXY,CA,Whitehorse / Erik Nielsen International Airport,NA,airport,60.716667,-135.06667,medium,1
626,YXZ,CA,Wawa Airport,NA,airport,47.9625,-84.785835,medium,1
627,YYB,CA,North Bay Airport,NA,airport,46.356823,-79.42725,medium,1
628,YYC,CA,Calgary International Airport,NA,airport,51.131393,-114.01055,large,1
629,YYD,CA,Smithers Airport,NA,airport,54.825558,-127.180275,medium,1
630,YYE,CA,Fort Nelson Airport,NA,airport,58.833332,-122.583336,medium,1
631,YYF,CA,Penticton Airport,NA,airport,49.46472,-119.6,medium,1
632,YYG,CA,Charlottetown Airport,NA,airport,46.285896,-63.131737,medium,1
633,YYH,CA,Taloyoak Airport,NA,airport,69.53333,-93.51667,medium,1
634,YYJ,CA,Victoria International Airport,NA,airport,48.640266,-123.43096,large,1
635,YYL,CA,Lynn Lake Airport,NA,airport,56.86667,-101.066666,medium,1
636,YYN,CA,Swift Current Airport,NA,airport,50.283333,-107.833336,medium,1
637,YYQ,CA,Churchill Airport,NA,airport,58.74819,-94.07449,medium,1
638,YYR,CA,Goose Bay Airport,NA,airport,53.313534,-60.4124,medium,1
639,YYT,CA,St Johns International Airport,NA,airport,47.61282,-52.74334,medium,1
640,YYU,CA,Kapuskasing Airport,NA,airport,49.4125,-82.47083,medium,1
641,YYW,CA,Armstrong Airport,NA,airport,50.29431,-88.91173,medium,1
642,YYY,CA,Mont Joli Airport,NA,airport,48.6,-68.2,medium,1
643,YYZ,CA,Lester B. Pearson International Airport,NA,airport,43.681583,-79.61146,large,1
644,YZD,CA,Downsview Airport,NA,airport,43.74278,-79.46555,medium,1
645,YZE,CA,Gore Bay Manitoulin Airport,NA,airport,45.885277,-82.56778,medium,1
646,YZF,CA,Yellowknife Airport,NA,airport,62.470867,-114.4375,medium,1
647,YZG,CA,Salluit Airport,NA,airport,62.2,-75.63333,medium,1
648,YZH,CA,Slave Lake Airport,NA,airport,55.3,-114.78333,medium,1
649,YZP,CA,Sandspit Airport,NA,airport,53.254444,-131.81277,medium,1
650,YZR,CA,Chris Hadfield Airport,NA,airport,42.997223,-82.31111,medium,1
651,YZS,CA,Coral Harbour Airport,NA,airport,64.2,-83.36667,medium,1
652,YZT,CA,Port Hardy Airport,NA,airport,50.680557,-127.36389,medium,1
653,YZU,CA,Whitecourt Airport,NA,airport,54.15,-115.78333,medium,1
654,YZV,CA,,NA,airport,50.21751,-66.26404,medium,1
655,YZW,CA,Teslin Airport,NA,airport,60.166668,-132.71666,medium,1
656,YZX,CA,CFB Greenwood,NA,airport,49.166668,-118.666664,medium,1
657,YZY,CA,Mackenzie Airport,NA,airport,38.8075,100.660835,medium,1
658,ZAC,CA,York Landing Airport,NA,airport,56.089516,-96.09192,medium,1
659,YSN,CA,Salmon Arm Airport,NA,airport,50.683334,-119.23333,medium,1
660,YDT,CA,Burlington Executive,NA,airport,49.183334,-123.183334,small,1
661,ZBD,CA,Boundary Bay Airport,NA,airport,,,medium,1
662,ZBF,CA,Ilford Airport,NA,airport,47.629166,-65.73944,medium,1
663,ZBF,CA,Bathurst Airport,NA,airport,47.629166,-65.73944,medium,1
664,ZBM,CA,Bromont Airport,NA,airport,45.316666,-72.833336,medium,1
665,ZEE,CA,Kelsey Airport,NA,airport,,,medium,1
666,ZEM,CA,Eastmain River Airport,NA,airport,52.25,-78.51667,medium,1
667,ZFA,CA,Faro Airport,NA,airport,63.216667,-133.36667,medium,1
668,ZFD,CA,Fond-Du-Lac Airport,NA,airport,59.33421,-107.18119,medium,1
669,ZFG,CA,Pukatawagan Airport,NA,airport,,,medium,1
670,ZFM,CA,Fort Mcpherson Airport,NA,airport,67.477776,-134.95277,medium,1
671,ZFN,CA,Tulita Airport,NA,airport,64.916664,-125.566666,medium,1
672,ZGF,CA,Grand Forks Airport,NA,airport,49.016666,-118.433334,medium,1
673,ZGI,CA,Gods River Airport,NA,airport,54.83914,-94.07965,medium,1
674,ZGR,CA,Little Grand Rapids Airport,NA,airport,52.066666,-95.46667,medium,1
675,ZJG,CA,Jenpeg Airport,NA,airport,54.519444,-98.04611,medium,1
676,ZJN,CA,Swan River Airport,NA,airport,52.11667,-101.23333,medium,1
677,ZKE,CA,Kashechewan Airport,NA,airport,52.333332,-81.333336,medium,1
678,YTD,CA,Thicket Portage Airport,NA,airport,55.316666,-97.7,medium,1
679,MSA,CA,Muskrat Dam Airport,NA,airport,53.816666,-91.98333,medium,1
680,PIW,CA,Pikwitonei Airport,NA,airport,55.7,-97.333336,medium,1
681,ZMT,CA,Masset Airport,NA,airport,54.016666,-132.15,medium,1
682,ZNG,CA,Poplar River Airport,NA,airport,53.0,-97.26667,medium,1
683,ZPB,CA,Sachigo Lake Airport,NA,airport,53.890556,-92.195274,medium,1
684,ZRJ,CA,Round Lake (Weagamow Lake) Airport,NA,airport,52.95,-91.316666,medium,1
